feature_map,n_pool,n_qubits,seed,acc,f1,mcc
W2K-Block,1600,20,2,0.78125,0.7953216374269005,0.5654160323961476
W2K-Block,2000,20,0,0.795,0.8127853881278538,0.586306339358221
W2K-Block,2000,20,1,0.8275,0.839907192575406,0.6537616243918607
W2K-Block,2000,20,2,0.74,0.7625570776255708,0.4753016967947023
IQP,400,20,0,0.575,0.7301587301587301,0.0
IQP,400,20,1,0.5375,0.6991869918699187,0.0
IQP,400,20,2,0.5875,0.7401574803149606,0.0
IQP,800,20,0,0.51875,0.6831275720164609,0.0
IQP,800,20,1,0.5375,0.6991869918699187,0.0
IQP,800,20,2,0.56875,0.7250996015936255,0.0
IQP,1200,20,0,0.5416666666666666,0.7027027027027027,0.0
IQP,1200,20,1,0.5416666666666666,0.7027027027027027,0.0
IQP,1200,20,2,0.5708333333333333,0.726790450928382,0.0
IQP,1600,20,0,0.540625,0.7018255578093306,0.0
IQP,1600,20,1,0.54375,0.7044534412955465,0.0
IQP,1600,20,2,0.5625,0.72,0.0
IQP,2000,20,0,0.55,0.7096774193548387,0.0
IQP,2000,20,1,0.55,0.7096774193548387,0.0
IQP,2000,20,2,0.55,0.7096774193548387,0.0
HEE,400,20,0,0.575,0.7301587301587301,0.0
HEE,400,20,1,0.5375,0.6991869918699187,0.0
HEE,400,20,2,0.5875,0.7401574803149606,0.0
HEE,800,20,0,0.51875,0.6831275720164609,0.0
HEE,800,20,1,0.5375,0.6991869918699187,0.0
HEE,800,20,2,0.575,0.728,0.0910746662960908
HEE,1200,20,0,0.55,0.7065217391304348,0.0996556331842955
HEE,1200,20,1,0.5416666666666666,0.7027027027027027,0.0
HEE,1200,20,2,0.5708333333333333,0.726790450928382,0.0
HEE,1600,20,0,0.559375,0.7104722792607803,0.1499599149177959
HEE,1600,20,1,0.553125,0.7087576374745418,0.1062011433896374
HEE,1600,20,2,0.56875,0.7228915662650602,0.0899235973995271
HEE,2000,20,0,0.565,0.7166123778501629,0.1364277140121911
HEE,2000,20,1,0.5625,0.7154471544715447,0.124383147451339
HEE,2000,20,2,0.5675,0.7177814029363785,0.1475461333431613
ZZ,400,20,0,0.575,0.7301587301587301,0.0
ZZ,400,20,1,0.5375,0.6991869918699187,0.0
ZZ,400,20,2,0.5875,0.7401574803149606,0.0
ZZ,800,20,0,0.51875,0.6831275720164609,0.0
ZZ,800,20,1,0.5375,0.6991869918699187,0.0
ZZ,800,20,2,0.56875,0.7250996015936255,0.0
ZZ,1200,20,0,0.5416666666666666,0.7027027027027027,0.0
ZZ,1200,20,1,0.5416666666666666,0.7027027027027027,0.0
ZZ,1200,20,2,0.5708333333333333,0.726790450928382,0.0
ZZ,1600,20,0,0.540625,0.7018255578093306,0.0
ZZ,1600,20,1,0.54375,0.7044534412955465,0.0
ZZ,1600,20,2,0.5625,0.72,0.0
ZZ,2000,20,0,0.55,0.7096774193548387,0.0
ZZ,2000,20,1,0.55,0.7096774193548387,0.0
ZZ,2000,20,2,0.55,0.7096774193548387,0.0
